EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,Attrition
638,39,Operations,Operations Manager,95101,9,Yes
639,51,Operations,Operations Executive,68405,12,No
640,54,Marketing,Marketing Executive,54272,15,No
641,52,HR,HR Manager,43979,11,No
642,47,Finance,Analyst,106221,8,Yes
643,39,Marketing,Marketing Executive,68870,6,Yes
644,27,HR,Recruiter,88627,11,No
645,55,IT,Developer,64064,10,No
646,29,HR,Recruiter,115132,9,No
647,51,Finance,Analyst,118896,10,No
648,43,IT,Data Analyst,85388,5,No
649,49,Marketing,Marketing Manager,99119,11,No
650,45,IT,Developer,48601,11,Yes
651,48,IT,Data Analyst,115867,12,Yes
652,48,Finance,Analyst,85841,2,No
653,28,Sales,Sales Executive,115744,2,No
654,48,Marketing,Marketing Manager,50313,13,No
655,50,Marketing,Marketing Manager,105731,4,No
656,22,Finance,Analyst,45417,9,No
657,31,Finance,Analyst,42602,10,No
658,22,Marketing,Marketing Manager,117440,5,No
659,50,Marketing,Marketing Executive,93043,4,No
660,33,IT,Developer,106057,2,No
661,28,Finance,Analyst,75607,4,No
662,41,Finance,Analyst,80574,1,Yes
663,40,Marketing,Marketing Manager,112534,13,Yes
664,25,Sales,Sales Executive,93353,14,No
665,45,Sales,Sales Executive,75095,14,No
666,45,HR,HR Manager,40775,9,No
667,44,HR,HR Manager,37415,3,No
668,27,Marketing,Marketing Executive,64148,8,No
669,41,Operations,Operations Executive,68402,15,Yes
670,33,Finance,Finance Manager,115029,2,No
671,34,Sales,Sales Executive,81001,1,No
672,48,Marketing,Marketing Executive,95458,13,Yes
673,37,IT,IT Manager,57127,5,No
674,37,Marketing,Marketing Manager,75046,14,No
675,30,IT,Data Analyst,104704,10,No
676,38,Operations,Operations Executive,117599,3,No
677,22,IT,Developer,72712,2,No
678,45,Sales,Sales Executive,50583,14,No
679,22,IT,Data Analyst,95942,9,No
680,38,Operations,Operations Executive,49873,10,Yes
681,27,Sales,Sales Executive,67125,3,No
682,33,IT,Developer,48287,14,No
683,24,Sales,Sales Executive,105225,14,No
684,40,Finance,Finance Manager,54618,3,Yes
685,54,Operations,Operations Manager,80445,1,No
686,50,Finance,Finance Manager,115842,5,No
687,40,Sales,Sales Manager,48624,4,No
688,34,Operations,Operations Manager,97391,13,No
689,31,Finance,Finance Manager,86408,3,No
690,23,Finance,Analyst,94887,5,No
691,28,Marketing,Marketing Manager,41889,15,No
692,37,IT,Data Analyst,46199,11,Yes
693,32,Finance,Finance Manager,46523,0,No
694,49,Marketing,Marketing Executive,102525,4,Yes
695,40,IT,Developer,116741,4,Yes
696,25,Operations,Operations Executive,76220,3,No
697,40,Operations,Operations Executive,52931,12,No
698,29,HR,HR Manager,84845,12,No
699,26,HR,Recruiter,92875,13,No
700,41,HR,Recruiter,44256,10,No
701,31,IT,IT Manager,52625,8,No
702,45,HR,Recruiter,106361,5,No
703,48,IT,IT Manager,97054,5,Yes
704,41,Sales,Sales Manager,94619,2,No
705,55,HR,Recruiter,111730,5,No
706,54,HR,HR Manager,75800,10,No
707,50,Finance,Finance Manager,70387,0,Yes
708,36,Sales,Sales Manager,78442,5,No
709,43,Marketing,Marketing Executive,114381,8,Yes
710,25,Sales,Sales Executive,108854,0,No
711,31,IT,Developer,107219,8,No
712,53,HR,Recruiter,60981,15,No
713,48,HR,Recruiter,114021,1,Yes
714,46,IT,Developer,90686,3,No
715,47,Sales,Sales Executive,98498,7,No
716,41,IT,Developer,92956,7,No
717,53,Marketing,Marketing Executive,84318,15,No
718,26,Sales,Sales Manager,35039,1,Yes
719,24,Marketing,Marketing Manager,83053,9,No
720,31,HR,Recruiter,96897,5,No
721,34,Finance,Analyst,106162,9,No
722,29,IT,Data Analyst,63458,13,No
723,27,Sales,Sales Executive,54170,8,No
724,54,Finance,Finance Manager,116664,1,No
725,36,Marketing,Marketing Manager,77195,1,No
726,32,Operations,Operations Manager,37352,12,No
727,45,Marketing,Marketing Executive,103539,11,Yes
728,22,IT,Data Analyst,97173,5,Yes
729,31,Marketing,Marketing Executive,48452,1,No
730,41,Marketing,Marketing Executive,45954,2,No
731,33,Sales,Sales Manager,107243,10,No
732,45,Sales,Sales Executive,101832,12,No
733,37,Marketing,Marketing Manager,60816,0,Yes
734,43,Sales,Sales Manager,62854,0,No
735,43,IT,Data Analyst,89848,12,No
736,44,Marketing,Marketing Manager,84316,0,No
737,27,Marketing,Marketing Manager,44955,1,No
738,51,Operations,Operations Executive,100269,10,No
739,31,IT,Data Analyst,73939,1,No
740,35,Finance,Analyst,99166,5,No
741,49,Operations,Operations Executive,84935,7,No
742,54,Sales,Sales Executive,114925,0,No
743,22,HR,Recruiter,60049,2,No
744,50,Sales,Sales Manager,42207,14,Yes
745,50,Sales,Sales Executive,67158,15,No
746,34,Sales,Sales Executive,88692,9,No
747,22,HR,HR Manager,66413,0,No
748,24,IT,Developer,70142,12,No
749,37,HR,Recruiter,72056,7,No
750,43,Marketing,Marketing Executive,44671,8,No
751,28,IT,Data Analyst,30717,12,Yes
752,36,HR,HR Manager,34994,10,Yes
753,39,Operations,Operations Executive,73442,15,Yes
754,33,Operations,Operations Manager,85480,7,No
755,39,Finance,Finance Manager,77937,12,No
756,50,Finance,Finance Manager,63402,9,No
757,35,IT,IT Manager,52335,7,Yes
758,32,Operations,Operations Manager,38026,13,Yes
759,30,Operations,Operations Manager,44683,14,No
760,36,Marketing,Marketing Manager,84319,8,No
761,53,Sales,Sales Manager,41577,3,Yes
762,50,Marketing,Marketing Executive,116598,11,Yes
763,50,Finance,Finance Manager,107241,0,No
764,47,IT,Developer,96025,4,No
765,33,Operations,Operations Manager,89049,12,No
766,29,Operations,Operations Manager,46999,10,Yes
767,23,Marketing,Marketing Executive,97165,13,No
768,36,Finance,Analyst,51839,0,No
769,47,HR,Recruiter,34886,1,No
770,24,Sales,Sales Manager,81877,2,No
771,53,Sales,Sales Manager,67019,4,No
772,28,Marketing,Marketing Executive,103493,9,No
773,44,Finance,Finance Manager,67701,7,Yes
774,33,Marketing,Marketing Manager,46544,11,Yes
775,43,Marketing,Marketing Executive,96629,12,No
776,26,IT,IT Manager,49259,7,No
777,50,Operations,Operations Executive,108278,7,No
778,29,HR,Recruiter,97914,0,No
779,48,Operations,Operations Manager,105403,10,No
780,31,IT,Developer,80626,12,No
781,32,Marketing,Marketing Executive,91114,4,No
782,43,IT,Data Analyst,62933,14,No
783,53,HR,HR Manager,95206,14,No
784,24,HR,HR Manager,76287,4,No
785,46,HR,HR Manager,105324,12,No
786,31,IT,Data Analyst,63340,10,No
787,45,IT,IT Manager,63418,13,No
788,26,Finance,Analyst,52164,11,No
789,41,Operations,Operations Executive,119765,8,No
790,39,IT,Developer,49610,6,No
791,26,IT,Developer,66182,8,No
792,31,Sales,Sales Executive,30917,2,No
793,36,Finance,Analyst,46999,11,Yes
794,38,HR,HR Manager,89821,13,Yes
795,54,HR,Recruiter,104102,10,No
796,41,Finance,Finance Manager,86541,5,No
797,34,HR,Recruiter,49404,1,No
798,47,Operations,Operations Manager,54519,11,No
799,29,Operations,Operations Manager,119049,13,No
800,37,Finance,Finance Manager,55517,13,No
801,48,Marketing,Marketing Executive,118151,15,No
802,41,IT,IT Manager,72788,9,No
803,36,Sales,Sales Manager,57230,4,Yes
804,33,Finance,Finance Manager,108768,0,No
805,40,Operations,Operations Executive,64314,1,Yes
806,55,Finance,Finance Manager,55338,3,Yes
807,36,HR,Recruiter,49539,2,No
808,29,Sales,Sales Manager,84567,11,No
809,29,IT,Data Analyst,76172,13,Yes
810,49,HR,HR Manager,45408,3,No
811,47,Finance,Analyst,41349,3,Yes
812,45,Operations,Operations Executive,107694,7,Yes
813,32,HR,HR Manager,33373,15,Yes
814,45,Operations,Operations Manager,53906,11,No
815,38,Operations,Operations Executive,49520,6,No
816,55,HR,HR Manager,100744,15,No
817,38,Finance,Finance Manager,117438,9,No
818,53,Marketing,Marketing Executive,116055,3,Yes
819,34,Marketing,Marketing Manager,44031,8,No
820,40,Finance,Finance Manager,36587,6,Yes
821,25,HR,Recruiter,62954,8,No
822,38,Marketing,Marketing Executive,97568,4,No
823,47,Marketing,Marketing Executive,63037,14,No
824,29,Finance,Analyst,78920,12,No
825,49,Operations,Operations Executive,111972,13,No
826,55,IT,Developer,38597,15,No
827,27,Operations,Operations Executive,55805,15,No
828,33,IT,IT Manager,39018,14,No
829,46,Marketing,Marketing Manager,93400,14,Yes
830,43,HR,Recruiter,83772,12,No
831,41,HR,HR Manager,48931,12,No
832,22,Finance,Analyst,81148,0,No
833,44,HR,HR Manager,107485,7,Yes
834,34,HR,HR Manager,101128,12,Yes
835,39,HR,Recruiter,86830,0,No
836,50,Marketing,Marketing Manager,63885,1,Yes
837,42,Marketing,Marketing Manager,80799,6,No
838,30,IT,IT Manager,61923,9,No
839,51,Marketing,Marketing Executive,83664,8,No
840,22,Operations,Operations Executive,104795,2,No
841,36,Sales,Sales Manager,93627,0,No
842,29,Sales,Sales Executive,87415,10,Yes
843,32,Sales,Sales Executive,90006,10,No
844,50,Sales,Sales Manager,105476,4,No
845,29,Operations,Operations Manager,55832,0,No
846,42,IT,Developer,53666,1,No
847,49,IT,IT Manager,40234,0,No
848,23,Operations,Operations Manager,105301,6,No
849,43,Finance,Finance Manager,107475,9,No
850,38,HR,Recruiter,65944,3,No
851,49,Operations,Operations Executive,34992,9,No
852,33,Sales,Sales Executive,43255,7,No
853,48,Finance,Finance Manager,91576,14,Yes
854,45,Finance,Analyst,106524,8,No
855,45,IT,Data Analyst,85805,5,No
856,31,HR,Recruiter,61954,2,No
857,48,IT,Data Analyst,40703,0,Yes
858,47,Finance,Analyst,109534,1,No
859,33,HR,Recruiter,50566,15,No
860,46,Sales,Sales Manager,56177,13,No
861,41,Marketing,Marketing Executive,101088,3,Yes
862,54,Operations,Operations Executive,75939,5,No
863,36,HR,Recruiter,55901,8,Yes
864,26,Sales,Sales Manager,65440,10,No
865,39,Finance,Analyst,108484,11,No
866,31,IT,Data Analyst,83592,3,Yes
867,26,IT,Developer,85161,12,Yes
868,50,Marketing,Marketing Manager,106996,8,No
869,51,HR,HR Manager,35898,11,No
870,29,HR,HR Manager,36078,15,No
871,51,Operations,Operations Manager,71574,14,No
872,52,HR,HR Manager,31587,8,No
873,22,Operations,Operations Manager,115824,8,No
874,42,Operations,Operations Manager,35454,0,Yes
875,37,IT,Developer,77111,13,No
876,47,Sales,Sales Manager,38848,5,No
877,27,Operations,Operations Executive,91602,13,Yes
878,48,Marketing,Marketing Executive,79420,0,No
879,26,IT,Data Analyst,43269,9,No
880,47,Sales,Sales Manager,54366,4,No
881,39,Operations,Operations Manager,105139,0,No
882,28,Operations,Operations Executive,44719,11,Yes
883,38,IT,IT Manager,81618,2,No
884,45,IT,Data Analyst,92780,12,No
885,22,IT,Data Analyst,67663,3,No
886,35,HR,Recruiter,69791,14,No
887,37,Finance,Finance Manager,34827,15,Yes
888,49,Marketing,Marketing Manager,35313,14,Yes
889,30,IT,IT Manager,33558,12,No
890,37,Finance,Analyst,83218,13,No
891,26,HR,Recruiter,111780,12,No
892,44,HR,HR Manager,87796,13,No
893,25,HR,HR Manager,33164,6,No
894,36,HR,Recruiter,80599,9,No
895,41,Marketing,Marketing Manager,98207,7,Yes
896,32,IT,Data Analyst,100442,0,No
897,40,Finance,Analyst,79028,15,No
898,43,Operations,Operations Executive,113136,3,No
899,24,IT,Developer,43704,11,Yes
900,39,Operations,Operations Executive,110122,8,Yes
901,26,HR,HR Manager,65699,15,No
902,55,Sales,Sales Manager,61980,7,No
903,35,Sales,Sales Manager,115481,8,No
904,46,Operations,Operations Executive,55933,2,No
905,32,HR,Recruiter,80772,4,No
906,23,Sales,Sales Manager,77947,8,No
907,32,Operations,Operations Executive,54816,2,No
908,47,Marketing,Marketing Executive,69567,5,No
909,33,IT,IT Manager,62443,12,No
910,47,Operations,Operations Manager,34922,10,No
911,33,Operations,Operations Executive,46524,13,Yes
912,42,Marketing,Marketing Executive,55095,4,Yes
913,50,Finance,Finance Manager,45972,13,No
914,28,Operations,Operations Manager,82347,12,No
915,40,IT,IT Manager,42748,9,Yes
916,50,Marketing,Marketing Executive,109507,8,No
917,43,Finance,Finance Manager,99855,15,Yes
918,51,Operations,Operations Manager,46428,2,No
919,50,Marketing,Marketing Executive,65349,3,No
920,40,Finance,Analyst,43861,5,No
921,30,Sales,Sales Manager,113231,3,Yes
922,44,Marketing,Marketing Manager,53165,10,No
923,50,HR,Recruiter,74331,1,Yes
924,52,Sales,Sales Manager,105910,3,No
925,42,Operations,Operations Executive,84460,14,No
926,23,Marketing,Marketing Manager,50666,3,No
927,45,HR,Recruiter,68751,15,No
928,45,Marketing,Marketing Executive,32176,10,No
929,47,Finance,Analyst,74910,1,No
930,32,Sales,Sales Executive,113291,15,No
931,28,Finance,Analyst,51889,9,No
932,47,Finance,Analyst,115962,7,Yes
933,24,IT,Developer,111931,2,No
934,23,Sales,Sales Manager,119904,15,Yes
935,41,Operations,Operations Manager,86997,11,No
936,54,Marketing,Marketing Manager,63783,8,No
937,37,Marketing,Marketing Manager,70469,8,No
938,37,IT,IT Manager,73169,15,No
939,30,HR,Recruiter,51067,9,Yes
940,41,Sales,Sales Manager,102742,11,No
941,48,IT,Data Analyst,113329,14,No
942,36,HR,HR Manager,44859,4,No
943,45,Marketing,Marketing Executive,49053,13,No
944,33,Operations,Operations Manager,36135,5,No
945,35,Finance,Finance Manager,73646,15,No
946,54,Sales,Sales Manager,57564,3,No
947,44,Operations,Operations Executive,87823,12,No
948,25,IT,Developer,106436,7,Yes
949,33,Operations,Operations Manager,88255,0,No
950,28,Operations,Operations Executive,115549,15,No
951,55,Sales,Sales Executive,73116,10,No
952,36,IT,Data Analyst,30864,4,No
953,40,Sales,Sales Manager,111845,13,No
954,41,Marketing,Marketing Executive,73298,4,No
955,46,Operations,Operations Executive,70542,5,No
956,48,Marketing,Marketing Manager,45960,7,Yes
957,44,Finance,Finance Manager,92047,10,No
958,32,Operations,Operations Manager,79052,5,No
959,24,IT,Data Analyst,48624,14,No
960,23,Sales,Sales Executive,37493,7,No
961,24,IT,Developer,77291,2,No
962,41,Finance,Finance Manager,113564,3,No
963,40,Finance,Analyst,37130,12,No
964,43,Marketing,Marketing Manager,47883,3,No
965,40,Marketing,Marketing Manager,115959,3,No
966,47,HR,Recruiter,74950,10,No
967,40,Sales,Sales Manager,114719,6,No
968,47,Operations,Operations Executive,76121,10,No
969,40,HR,HR Manager,72431,5,No
970,49,Operations,Operations Executive,101232,2,No
971,28,IT,Data Analyst,50746,6,No
972,47,Sales,Sales Manager,31893,13,No
973,45,IT,Developer,51199,8,No
974,25,Marketing,Marketing Manager,39290,15,No
975,32,Operations,Operations Manager,60133,8,No
976,47,HR,Recruiter,47304,5,No
977,35,Sales,Sales Manager,66386,13,No
978,51,IT,Data Analyst,65315,12,No
979,46,Operations,Operations Manager,30946,5,No
980,44,Marketing,Marketing Manager,85512,9,No
981,31,Sales,Sales Manager,113384,6,No
982,48,HR,Recruiter,75875,0,Yes
983,55,Marketing,Marketing Manager,31539,0,No
984,25,Operations,Operations Manager,40310,13,No
985,29,Marketing,Marketing Executive,112839,2,No
986,48,Finance,Analyst,91816,1,Yes
987,52,Marketing,Marketing Manager,60979,4,Yes
988,25,Operations,Operations Manager,103373,5,No
989,51,Finance,Finance Manager,30692,14,No
990,47,Sales,Sales Executive,35209,12,No
991,45,Finance,Finance Manager,54594,4,No
992,51,Operations,Operations Executive,70696,9,No
993,51,Marketing,Marketing Manager,38346,6,No
994,50,Marketing,Marketing Manager,31184,10,Yes
995,39,HR,Recruiter,48690,6,No
996,54,Finance,Finance Manager,93851,10,Yes
997,39,IT,IT Manager,57843,0,No
998,27,Operations,Operations Manager,82248,6,No
999,35,IT,IT Manager,101334,11,No
1000,30,IT,IT Manager,102095,4,No
1001,53,HR,HR Manager,107242,9,No
1002,28,HR,HR Manager,30924,10,Yes
1003,49,IT,Data Analyst,110846,2,Yes
1004,50,Operations,Operations Executive,106946,2,No
1005,25,HR,Recruiter,72674,4,Yes
1006,30,Marketing,Marketing Executive,83051,13,No
1007,36,Sales,Sales Executive,71798,5,No
1008,22,Operations,Operations Manager,65081,10,No
1009,33,Sales,Sales Executive,56299,9,No
1010,44,Operations,Operations Executive,44506,5,No
1011,39,IT,Developer,82413,12,Yes
1012,49,Finance,Finance Manager,48610,7,No
1013,53,Sales,Sales Manager,108291,11,No
1014,55,Operations,Operations Executive,97567,2,No
1015,45,Operations,Operations Manager,62230,13,No
1016,41,Marketing,Marketing Executive,96677,1,No
1017,33,HR,Recruiter,79646,12,No
1018,32,Sales,Sales Executive,51650,2,No
1019,35,HR,Recruiter,110428,11,No
1020,43,Sales,Sales Executive,91078,7,No
1021,49,HR,Recruiter,113232,2,No
1022,47,Finance,Analyst,35730,1,No
1023,44,Operations,Operations Executive,71979,5,Yes
1024,29,Finance,Finance Manager,93723,6,No
1025,42,Marketing,Marketing Manager,101576,8,Yes
1026,44,IT,IT Manager,31375,13,No
1027,36,HR,HR Manager,115216,4,No
1028,39,IT,Developer,33159,2,No
1029,28,IT,Data Analyst,31073,15,No
1030,30,Operations,Operations Executive,99876,12,No
1031,34,Marketing,Marketing Manager,106976,6,No
1032,49,Operations,Operations Executive,103755,8,Yes
1033,27,HR,Recruiter,81448,12,No
1034,35,Marketing,Marketing Executive,32881,7,Yes
1035,54,Marketing,Marketing Executive,101186,1,No
1036,45,Finance,Analyst,93212,2,No
1037,55,Finance,Analyst,42632,15,No
1038,40,IT,IT Manager,86344,15,No
1039,40,Sales,Sales Executive,67344,1,Yes
1040,46,HR,Recruiter,111788,12,No
1041,53,HR,Recruiter,36191,10,Yes
1042,51,HR,Recruiter,53283,1,No
1043,30,Finance,Analyst,79630,14,No
1044,30,Sales,Sales Executive,101833,3,No
1045,26,IT,Developer,33332,3,No
1046,34,HR,HR Manager,35033,12,No
1047,24,Sales,Sales Manager,75246,13,Yes
1048,32,Operations,Operations Executive,68498,4,Yes
1049,34,Marketing,Marketing Manager,46932,9,No
1050,28,Sales,Sales Manager,57777,5,No
1051,50,Marketing,Marketing Executive,74237,9,No
1052,41,Sales,Sales Executive,32795,6,Yes
1053,34,HR,HR Manager,106646,11,Yes
1054,39,Operations,Operations Executive,62330,5,No
1055,43,Marketing,Marketing Executive,69867,2,No
1056,45,Operations,Operations Manager,98968,3,No
1057,35,Finance,Analyst,86240,2,No
1058,46,Operations,Operations Executive,113087,14,No
1059,49,IT,Data Analyst,111395,2,No
1060,28,Marketing,Marketing Executive,111417,1,No
1061,39,Operations,Operations Manager,101894,5,No
1062,38,Sales,Sales Executive,94173,7,No
1063,55,IT,Data Analyst,43386,5,Yes
1064,42,IT,Data Analyst,51045,7,No
1065,41,IT,IT Manager,82335,15,No
1066,22,Sales,Sales Executive,32716,14,Yes
1067,24,Operations,Operations Manager,50213,12,Yes
1068,48,IT,Developer,30463,5,Yes
1069,32,Sales,Sales Executive,68185,4,No
1070,38,Finance,Analyst,41695,4,No
1071,35,IT,IT Manager,64159,12,No
1072,45,Sales,Sales Manager,77766,1,No
1073,36,Operations,Operations Manager,45386,14,No
1074,34,IT,Data Analyst,117527,15,No
1075,34,Operations,Operations Manager,71984,1,No
1076,50,Finance,Finance Manager,53649,1,No
1077,52,Marketing,Marketing Executive,33775,12,No
1078,48,Operations,Operations Manager,44645,1,Yes
1079,51,Operations,Operations Executive,94604,3,No
1080,37,Marketing,Marketing Manager,36449,9,No
1081,37,IT,Developer,81702,1,No
1082,27,HR,Recruiter,106368,6,No
1083,37,Marketing,Marketing Manager,77922,8,No
1084,23,Sales,Sales Executive,87608,10,No
1085,55,Operations,Operations Manager,75212,5,No
1086,28,Sales,Sales Manager,53488,14,No
1087,39,Finance,Finance Manager,53834,10,No
1088,27,Sales,Sales Manager,35583,1,Yes
1089,34,HR,Recruiter,107239,1,No
1090,38,Sales,Sales Executive,118721,6,No
1091,55,Operations,Operations Manager,71785,3,No
1092,28,HR,Recruiter,67333,9,No
1093,50,Operations,Operations Executive,82116,9,No
1094,33,IT,IT Manager,37465,2,Yes
1095,41,Operations,Operations Manager,68871,10,Yes
1096,45,Sales,Sales Manager,105135,14,Yes
1097,51,Operations,Operations Executive,108812,5,No
1098,55,Operations,Operations Executive,36080,14,No
1099,38,HR,HR Manager,57094,8,No
1100,40,Operations,Operations Executive,110440,11,Yes
1101,22,HR,HR Manager,90892,5,Yes
1102,48,IT,Developer,104219,10,No
1103,49,HR,Recruiter,42352,3,No
1104,44,IT,Developer,115382,11,No
1105,55,Finance,Analyst,69725,12,No
1106,28,Operations,Operations Manager,62769,9,Yes
1107,33,Sales,Sales Executive,35269,15,No
1108,27,Sales,Sales Manager,60930,1,No
1109,44,Sales,Sales Executive,35529,12,No
1110,47,Finance,Analyst,69886,3,Yes
1111,26,IT,Developer,109737,0,No
1112,37,Operations,Operations Executive,70860,9,No
1113,50,IT,IT Manager,93656,8,No
1114,53,IT,Data Analyst,73601,10,Yes
1115,35,Sales,Sales Executive,113123,15,No
1116,47,HR,HR Manager,34321,13,No
1117,38,Operations,Operations Manager,41360,9,No
1118,33,HR,HR Manager,48984,15,No
1119,23,IT,Developer,116654,3,No
1120,46,Marketing,Marketing Executive,37382,11,Yes
1121,32,HR,HR Manager,97657,8,No
1122,45,IT,Developer,62167,13,No
1123,23,Sales,Sales Manager,47272,11,Yes
1124,38,Sales,Sales Manager,59968,4,No
1125,32,Operations,Operations Manager,96900,4,No
1126,31,Marketing,Marketing Manager,87196,0,Yes
1127,39,Finance,Analyst,31552,8,No
1128,25,Marketing,Marketing Executive,53889,10,No
1129,34,IT,Developer,86398,10,No
1130,40,Marketing,Marketing Executive,82057,3,No
1131,49,HR,Recruiter,45792,1,No
1132,54,IT,Data Analyst,41049,2,No
1133,24,Sales,Sales Manager,68762,0,No
1134,28,IT,Developer,104797,13,No
1135,22,Marketing,Marketing Manager,45896,9,Yes
1136,50,HR,Recruiter,34582,11,No
1137,28,Finance,Finance Manager,74264,13,No
1138,28,HR,Recruiter,70096,9,Yes
1139,24,Finance,Analyst,101091,3,No
1140,35,IT,Data Analyst,41549,0,No
1141,34,Finance,Analyst,50045,7,No
1142,42,Finance,Finance Manager,102603,15,Yes
1143,30,HR,Recruiter,118150,14,No
1144,23,Sales,Sales Manager,61315,3,No
1145,33,IT,IT Manager,37489,15,No
1146,27,IT,Data Analyst,31996,15,Yes
1147,51,HR,Recruiter,111268,2,Yes
1148,41,IT,Data Analyst,119242,4,Yes
1149,32,IT,Developer,79294,15,No
1150,30,Marketing,Marketing Executive,66110,2,Yes
1151,42,Sales,Sales Manager,96708,8,No
1152,35,HR,Recruiter,54054,13,No
1153,55,Operations,Operations Manager,33240,9,No
1154,52,Sales,Sales Executive,30882,0,No
1155,34,Finance,Finance Manager,60825,4,No
1156,26,Finance,Finance Manager,98619,0,No
1157,32,Operations,Operations Manager,94952,14,No
1158,32,HR,Recruiter,106411,4,No
1159,29,Marketing,Marketing Manager,53331,12,No
1160,42,Marketing,Marketing Manager,39045,4,Yes
1161,41,Operations,Operations Executive,60935,6,No
1162,43,Sales,Sales Manager,114523,9,No
1163,38,HR,Recruiter,92514,1,Yes
1164,29,IT,Data Analyst,103620,7,Yes
1165,45,Sales,Sales Manager,88144,10,No
1166,53,Finance,Analyst,85087,9,Yes
1167,53,Operations,Operations Executive,76825,9,No
1168,44,HR,HR Manager,117838,15,No
1169,23,Sales,Sales Executive,108353,14,No
1170,39,HR,Recruiter,70701,7,No
1171,31,Operations,Operations Manager,54918,3,No
1172,47,HR,Recruiter,115155,0,No
1173,40,Sales,Sales Manager,51341,2,Yes
1174,37,IT,Data Analyst,98416,11,No
1175,29,Marketing,Marketing Executive,60225,8,No
1176,34,HR,Recruiter,55938,12,No
1177,33,IT,Data Analyst,90289,10,No
1178,43,HR,HR Manager,41211,1,Yes
1179,45,HR,Recruiter,43515,15,Yes
1180,30,Operations,Operations Manager,89935,14,No
1181,31,Marketing,Marketing Executive,32892,8,Yes
1182,28,HR,HR Manager,59087,2,No
1183,27,Finance,Analyst,57200,3,No
1184,44,HR,HR Manager,117892,15,No
1185,34,Sales,Sales Executive,83910,10,Yes
1186,25,Marketing,Marketing Executive,100247,15,No
1187,33,HR,HR Manager,50836,15,No
1188,33,Finance,Analyst,99444,5,No
1189,26,Finance,Finance Manager,57105,13,Yes
1190,35,HR,HR Manager,102778,9,No
1191,28,Marketing,Marketing Executive,41831,8,No
1192,36,IT,Data Analyst,118741,14,Yes
1193,31,IT,Data Analyst,101051,5,No
1194,46,HR,Recruiter,49403,1,No
1195,39,IT,Developer,35629,14,No
1196,35,HR,HR Manager,104499,12,No
1197,36,Marketing,Marketing Manager,57675,9,No
1198,55,Finance,Analyst,49177,0,Yes
1199,48,HR,HR Manager,34951,2,No
1200,47,Operations,Operations Executive,101101,5,No
1201,30,Finance,Analyst,30835,6,No
1202,52,Sales,Sales Manager,90654,14,No
1203,55,IT,IT Manager,107527,0,No
1204,34,Sales,Sales Executive,102590,10,No
1205,51,Operations,Operations Manager,33491,2,No
1206,33,Operations,Operations Manager,47718,4,No
1207,44,Finance,Analyst,33317,4,Yes
1208,42,Finance,Finance Manager,89342,0,No
1209,51,Marketing,Marketing Executive,87388,1,Yes
1210,41,Finance,Finance Manager,110691,2,No
1211,25,Sales,Sales Manager,87889,1,No
1212,34,HR,Recruiter,74921,9,No
1213,42,IT,IT Manager,93879,0,No
1214,51,Operations,Operations Executive,116064,8,Yes
1215,52,HR,HR Manager,73827,12,No
1216,40,IT,IT Manager,94817,0,Yes
1217,50,Sales,Sales Manager,33626,0,No
1218,52,Finance,Finance Manager,46645,8,No
1219,42,HR,HR Manager,99711,7,No
1220,46,Finance,Finance Manager,71115,4,Yes
1221,27,HR,HR Manager,101260,2,No
1222,24,Sales,Sales Executive,49881,4,No
1223,41,IT,Developer,117475,11,Yes
1224,44,Marketing,Marketing Manager,68258,4,No
1225,23,Sales,Sales Executive,106050,2,No
1226,41,Operations,Operations Executive,55616,10,No
1227,40,Operations,Operations Manager,56128,4,No
1228,28,Marketing,Marketing Manager,101206,3,Yes
1229,46,Finance,Finance Manager,95220,13,No
1230,25,Marketing,Marketing Executive,81012,1,Yes
1231,38,IT,Data Analyst,67661,7,No
1232,36,Sales,Sales Executive,88655,11,No
1233,43,Finance,Finance Manager,90186,2,No
1234,42,Finance,Analyst,106208,12,No
1235,53,IT,IT Manager,84205,6,No
1236,53,HR,Recruiter,37194,11,No
1237,39,Sales,Sales Executive,56183,5,No
1238,39,HR,HR Manager,45867,5,No
1239,30,Sales,Sales Executive,61213,7,No
1240,26,IT,Data Analyst,68285,11,No
1241,46,Finance,Finance Manager,49867,11,Yes
1242,52,Operations,Operations Manager,57926,15,No
1243,25,Operations,Operations Executive,54014,7,Yes
1244,33,Sales,Sales Executive,44953,4,No
1245,33,HR,Recruiter,87190,1,No
1246,38,Operations,Operations Manager,106102,13,Yes
1247,55,IT,IT Manager,63477,1,No
1248,55,HR,HR Manager,65371,14,Yes
1249,53,HR,HR Manager,118578,5,No
1250,33,IT,IT Manager,88031,0,No
1251,31,HR,Recruiter,36743,0,No
1252,53,IT,Developer,58552,10,No
1253,25,Marketing,Marketing Manager,46535,10,No
1254,52,Finance,Analyst,33127,11,No
1255,35,Marketing,Marketing Manager,93749,0,Yes
1256,38,Sales,Sales Executive,33832,12,No
1257,47,Finance,Finance Manager,32581,14,Yes
1258,33,IT,IT Manager,93044,3,No
1259,33,Marketing,Marketing Executive,97084,7,No
1260,37,Sales,Sales Manager,62940,2,No
1261,32,Marketing,Marketing Manager,105645,6,Yes
1262,55,HR,Recruiter,103282,7,Yes
1263,23,Marketing,Marketing Executive,33880,14,No
